"id","state_abb","operator","ref","name","sqft","lon","lat","type"
"0772827597","OR","Meta",NA,"Meta Prineville Data Center",630160,-120.879434601439,44.2990953176091,"building"
"0772827601","OR","Meta",NA,"Meta Prineville Data Center",622980,-120.8898838666,44.3012548422649,"building"
"0773848531","MI","US Signal",NA,NA,24599,-83.4441405981462,42.2353266190288,"building"
"0775412066","NV",NA,NA,NA,89831,-119.542362748536,39.567714399752,"building"
"0775412067","NV",NA,NA,NA,89571,-119.543209483285,39.5675010277547,"building"
"0775412068","NV",NA,NA,NA,88594,-119.544388363905,39.56716047141,"building"
"0775412069","NV",NA,NA,NA,92133,-119.5452268676,39.5669208406153,"building"
"0775412072","NV",NA,NA,NA,90711,-119.547974100856,39.5657583513774,"building"
"0775412073","NV",NA,NA,NA,89076,-119.547689800807,39.5651062513051,"building"
"0777196805","PA",NA,NA,"Allentown-TekPark",146248,-75.6543129074155,40.5442361910706,"building"
"0777679751","NM","Meta","1","Meta",654617,-106.776470637063,34.8302829705206,"building"
"0778989332","CO",NA,NA,NA,28132,-104.833587639194,39.5590717010514,"building"
"0780063735","CA",NA,NA,"PG&E Datacenter",55270,-122.067209986739,38.2462587820493,"building"
"0781370600","AZ","CyrusOne","PHX6","CyrusOne PHX6",98354,-111.882531822147,33.2675761784468,"building"
"0788027103","IA","Meta",NA,"Facebook Altoona Data Center 4",606958,-93.5163073612244,41.6677373123532,"building"
"0793087858","VA","Digital Realty",NA,"Digital Realty Building P",396985,-77.4582214258104,39.0086767148677,"building"
"0793087859","VA","Amazon Web Services","IAD118","Amazon IAD118",105629,-77.4388392349113,39.0185073359017,"building"
"0793622740","VA","Aligned",NA,"Aligned Ashburn",140140,-77.4705779075679,39.0136201412608,"building"
"0793888408","VA","Equinix","DC15","Equinix Ashburn DC15",76665,-77.4502558439927,39.0225001523467,"building"
"0793888427","VA","Sabey Data Centers",NA,"Sabey Intergate.Ashburn (Building A)",131966,-77.4799880049684,39.0144981215921,"building"
"0793888429","VA","NTT","VA5","NTT Ashburn VA5 Data Center",124046,-77.4726140070022,39.0182955727632,"building"
"0793888430","VA","NTT","VA4","NTT Ashburn VA4 Data Center",160282,-77.4725949606788,39.0198688524718,"building"
"0794147654","VA","CloudHQ","LC1","CloudHQ LC1",499194,-77.462784928857,39.0101566451733,"building"
"0794147655","VA","CloudHQ","LC2","CloudHQ LC2",252770,-77.4624565447491,39.0117641960362,"building"
"0794147657","VA","Amazon Web Services","IAD146","Amazon IAD146",103076,-77.4355983567479,38.9967245725433,"building"
"0795384117","AZ","Microsoft","PHX-10","PHX-10",246184,-112.364829817438,33.4079462439624,"building"
"0796933516","VA","Equinix","DC21","Equinix Ashburn DC21",78960,-77.4545580949346,39.0118226385114,"building"
"0802054282","NY",NA,NA,NA,13426,-73.8979009996055,40.9512697504057,"building"
"0802160675","OH","Meta",NA,"Meta New Albany Data Center",663286,-82.7489096624287,40.0652717178783,"building"
"0807374322","WA",NA,NA,NA,216848,-119.895156114357,47.2370978053775,"building"
"0808979618","AZ",NA,NA,"EdgeCore",112901,-111.61955250344,33.3441311387543,"building"
"0813532303","CO","SAP","COS02","SAP COS02",47705,-104.786381397649,38.9888883597473,"building"
"0813688319","WA",NA,NA,NA,102013,-120.213943956548,47.4072721210021,"building"
"0814061068","WA",NA,NA,NA,13946,-120.21746237329,47.3921494268365,"building"
"0815057182","TX","Meta",NA,"Facebook Fort Worth Datacenter",753193,-97.2554600255551,32.9882958328171,"building"
"0815078625","TX",NA,NA,"Charles Schwab Data Center",79688,-97.246154954914,33.0045021291947,"building"
"0817338831","VA","Amazon Web Services","IAD140","Amazon IAD140",215095,-77.4175500441367,38.9814551541761,"building"
"0817338832","VA","Amazon Web Services","IAD141","Amazon IAD141",216850,-77.4167856863848,38.9823877125463,"building"
"0819981888","TN",NA,NA,NA,93318,-86.6377979367782,36.03268133759,"building"
"0821081357","OH","Amazon Web Services",NA,"Amazon Web Services",156858,-83.1996893516467,40.102576057379,"building"
"0821081358","OH","Amazon Web Services",NA,"Amazon Web Services",158810,-83.1997582518009,40.1035875078829,"building"
"0828135845","VA","Amazon Web Services","IAD84","Amazon IAD84",152692,-77.652499340845,38.8161031223026,"building"
"0828228235","AZ",NA,NA,"StrongMind",20604,-111.840973887228,33.3426162477133,"building"
"0830138727","NC",NA,NA,"BB&T Data Center",143011,-78.3281268383871,35.8393252067023,"building"
"0830881731","IA","Microsoft",NA,"Microsoft",153956,-93.7025417890636,41.5167407482814,"building"
"0830881732","IA","Microsoft",NA,"Microsoft",149149,-93.7025134693122,41.5158427413718,"building"
"0830881733","IA","Microsoft",NA,"Microsoft",144428,-93.7063011039501,41.5158179370744,"building"
"0830881734","IA","Microsoft",NA,"Microsoft",146482,-93.7063508171318,41.5167117127678,"building"
"0830881742","IA","Microsoft",NA,"Microsoft",145134,-93.7063312723961,41.5185016316129,"building"
"0830881743","IA","Microsoft",NA,"Microsoft",143145,-93.7063124996927,41.5176066060161,"building"
"0830881744","IA","Microsoft",NA,"Microsoft",141016,-93.7024927235484,41.5176411906547,"building"
"0830881745","IA","Microsoft",NA,"Microsoft",141225,-93.7025249489327,41.5185382250023,"building"
"0830885773","IA","Microsoft",NA,"Microsoft",239270,-93.7870393622648,41.4978706430602,"building"
"0830885774","IA","Microsoft",NA,"Microsoft",243678,-93.7870746428172,41.4989130286456,"building"
"0830931210","IA","Meta",NA,"Facebook Altoona Data Center 5",628003,-93.5166285451842,41.6711731222512,"building"
"0832622369","NY","Blockfusion",NA,NA,16242,-78.9448016823324,43.0748378363803,"building"
"0836947535","AZ",NA,NA,"Myndshift Technologies",21279,-111.719165150342,33.4754208224955,"building"
"0838817907","NC","TierPoint","CL4","TierPoint - Charlotte Data Center",61578,-80.9281209975006,35.1731955018921,"building"
"0838817943","NC",NA,NA,"SEGRA",18094,-80.9263568907697,35.1800534260123,"building"
"0841813139","IL","CoreSite",NA,"CoreSite Chicago Data Center (CH2)",61773,-87.6413039363524,41.8627983130562,"building"
"0844359206","NV","Google",NA,"Google",143869,-115.008576807657,36.0562883804426,"building"
"0844359207","NV","Google",NA,"Google",141227,-115.008797217334,36.0588016138271,"building"
"0844371952","AL","Google",NA,"Google",144996,-85.7474281369248,34.9136919358168,"building"
"0844371953","AL","Google",NA,"Google",141947,-85.7459353567835,34.913676417382,"building"
"0844374689","VA",NA,NA,NA,140157,-77.5400258996867,39.0506077738624,"building"
"0844386860","TX","Google",NA,"Google",144574,-97.0624879734752,32.4421297071925,"building"
"0844386861","TX","Google",NA,"Google",138230,-97.0633328424969,32.4435554508908,"building"
"0844389014","TN","Google","SPC2A","Google",169736,-87.2612963905742,36.6245816765314,"building"
"0844391358","OH","Google",NA,"Google",145177,-82.7642936697258,40.0611446072293,"building"
"0844394339","NE","Meta",NA,"Meta Sarpy Data center",666382,-96.1441902899803,41.1235421706912,"building"
"0844394340","NE","Meta",NA,"Meta Sarpy Data center",515084,-96.1448543304768,41.1207319993102,"building"
"0844394357","NE","Google",NA,"Google",152487,-96.1467297748036,41.1349746946685,"building"
"0845775548","CO","JPMorgan Chase",NA,"JPMorgan Chase",188160,-105.020703224447,39.9890874374867,"building"
"0850965775","TX",NA,NA,"Compass Data Center",41692,-96.804396257992,32.5387218453201,"building"
"0852039781","VA","Amazon Web Services","IAD119","Amazon IAD119",127104,-77.4393866280668,39.0169301412553,"building"
"0860433344","OR","Flexential",NA,"Flexential Portland - Hillsboro 4",95917,-122.939851239528,45.5552036321301,"building"
"0863162820","IL","Stream","Chicago II","Stream Chicago II",215922,-87.9577645816154,41.9991243813127,"building"
"0863162822","IL","Stack Infrastructure","CHI01","STACK Chicago CHI01",298471,-87.9651901857537,42.006843875852,"building"
"0863162825","IL",NA,NA,"Stream Chicago I",120616,-87.951134815474,42.0026006582033,"building"
"0871694597","NY",NA,NA,"Turnkey Internet",10465,-73.7591995824235,42.7454410884702,"building"
"0871745265","IA","Microsoft",NA,"Microsoft",220735,-93.8278953343402,41.540709217349,"building"
"0873137563","NC",NA,NA,NA,203410,-81.2645696531037,35.5903923643093,"building"
"0874506250","OH","Amazon Web Services",NA,"Amazon Web Services",161757,-83.1349072287696,40.0601471892606,"building"
"0876020641","WA",NA,NA,"Iron Mountain",14085,-117.537147625525,47.5946161402433,"building"
"0878795698","CT",NA,NA,"amnet Data Center",10526,-73.5167155852106,41.0918328059862,"building"
"0880052062","KS","TierPoint",NA,NA,58095,-94.7552318373576,38.9406693472294,"building"
"0882977350","VA","CloudHQ","MCC1","CloudHQ MCC1",399915,-77.4998968211063,38.7170283778855,"building"
"0883809860","NC","Meta","FRC","Meta Forest City datacenter",319829,-81.8251323308503,35.316554514924,"building"
"0886028872","VA","Amazon Web Services","IAD128","Amazon IAD128",105735,-77.4383843656927,39.0160822125982,"building"
"0886330269","VA","Microsoft",NA,"Microsoft",155317,-77.5641289943164,39.0747868833402,"building"
"0888253616","CA","NTT","SV1","NTT Silicon Valley SV1 Data Center",38759,-121.955337750201,37.3690532113035,"building"
"0891031651","GA",NA,NA,"T5 Data Center",149055,-84.2643162707427,34.0759224765767,"building"
"0894425613","TN","BNYM",NA,NA,191585,-86.7836836452759,36.215351659555,"building"
"0897226574","VA","Amazon Web Services","IAD125","Amazon IAD125",104431,-77.560544920111,38.9480895381664,"building"
"0897226575","VA","Amazon Web Services","IAD124","Amazon IAD124",104434,-77.5604517004085,38.949895448303,"building"
"0899634245","OR","Stack Infrastructure",NA,"Stack Infrastructure Portland 3 Data Center -Bld POR3a",94010,-122.937912238737,45.5541971039443,"building"
"0909455922","VA",NA,NA,NA,78907,-77.5396744237264,39.0440991102642,"building"
"0909742340","OR","Quality Technology Services",NA,"QTS Data Center Bld 2",172698,-122.929631396458,45.5587635613795,"building"
"0914613836","OR","Amazon Web Services","PDX91","Amazon PDX91",210994,-119.688354810784,45.8379239483897,"building"
"0914616809","OR","Amazon Web Services","PDX92","Amazon PDX92",211026,-119.693129098095,45.8375402475691,"building"
"0914616810","OR","Amazon Web Services","PDX64","Amazon Web Services us-west-2",211938,-119.605644953548,45.8466546143744,"building"
"0916046040","CO",NA,NA,NA,184275,-104.712754274829,39.729478071117,"building"
"0916148870","NY",NA,NA,NA,41938,-78.7492068719129,43.0449847507957,"building"
"0918871786","OR","Quality Technology Services",NA,"QTS Data Center Bld 3",171585,-122.931905902139,45.5587796341069,"building"
"0918871787","OR","Quality Technology Services",NA,"QTS Data Center Bld 5",168921,-122.935220425602,45.5588013918787,"building"
"0918871788","OR","Quality Technology Services",NA,"QTS Data Center Bld 4",173993,-122.932946340901,45.5587812168356,"building"
"0918873142","OR","Flexential",NA,"Flexential Portland - Hillsboro 3",337274,-122.938247426193,45.5594694421564,"building"
"0930043986","NY","Syracuse University",NA,"SU Green Data Center",12169,-76.1159252892345,43.0120761683465,"building"
"0930849744","VA","Amazon Web Services","IAD163","Amazon IAD163",131936,-77.4297020745824,39.0323053444581,"building"
"0931732650","UT",NA,NA,"Ebay",146408,-112.050628213919,40.5640951523306,"building"
"0933393863","CA","EdgeConneX",NA,"Edgeconnex Data Center",29318,-121.277437207484,38.5922973574174,"building"
"0938592711","AZ",NA,NA,NA,224651,-112.377058491545,33.439468385456,"building"
"0940821791","AZ",NA,NA,"Omnis Network",16956,-111.952490997021,33.3944098451278,"building"
"0942557184","NE","Travelers Insurance",NA,"Travelers Insurance",182408,-96.1450454345454,41.1278431394529,"building"
"0942604537","TN","Flexential",NA,"Flexential Nashville - Franklin",74934,-86.8155736960032,35.9204593043335,"building"
"0944024851","IA",NA,NA,NA,16920,-93.5281568525803,41.558130643187,"building"
"0952159044","AZ","Lumen Technologies",NA,"Lumen",14887,-111.995015704604,33.3935184955069,"building"
"0954433119","VA","Amazon Web Services","IAD175","Amazon IAD175",86503,-77.4254799159942,38.9798679914055,"building"
"0958153770","GA",NA,NA,NA,116660,-84.8835713174046,32.4982672119027,"building"
"0958662382","VA","Amazon Web Services","IAD147","Amazon IAD147",102767,-77.435359221975,38.9950120038288,"building"
"0959969621","CT",NA,NA,NA,53967,-72.8010058813488,41.478806578589,"building"
"0961071564","AL",NA,NA,"SimpleHelix",16411,-86.6918829997542,34.7454310001572,"building"
"0965755845","OR","CenturyLink",NA,"CenturyLink",24529,-123.033685478753,44.9380297361157,"building"
"0975064000","GA","Digital Realty","ATL11","Digital Realty Atlanta ATL11",313479,-84.5797380539344,33.7465616021138,"building"
"0975064004","GA","Switch",NA,"Switch Data Center",171499,-84.5872685807498,33.7550250378206,"building"
"0975484796","OH","Amazon Web Services",NA,"Amazon Web Services",170922,-83.1346062763468,40.0593251558851,"building"
"0975484797","OH","Amazon Web Services",NA,"Amazon Web Services",133709,-83.134090559358,40.058308894494,"building"
"0975484798","OH","Amazon Web Services",NA,"Amazon Web Services",142297,-83.1327527604043,40.060779600666,"building"
"0977653854","AZ",NA,NA,"CyrusOne PHX7",138671,-111.881908659918,33.2663580377615,"building"
"0977653858","AZ","CyrusOne","PHX4","CyrusOne PHX4",103008,-111.882516181157,33.2687661963882,"building"
"0977653859","AZ","CyrusOne","PHX5","CyrusOne PHX5",102958,-111.881586965873,33.2697410714165,"building"
"0978632013","CA",NA,NA,"Northwest Data Center and Communications Hub",10145,-122.180738541792,37.4334370648407,"building"
"0978934687","IN",NA,NA,"Digital Crossroad",116014,-87.5201930815562,41.7074184510367,"building"
"0983627455","VA","CyrusOne","NVA7","CyrusOne NVA7",60930,-77.4340277121554,39.0263011837215,"building"
"0984796364","NV",NA,NA,"Switch Las Vegas 10",206409,-115.223060910076,36.0555858259918,"building"
"0984953813","VA","Amazon Web Services","IAD174","Amazon IAD174",132388,-77.4274732798416,39.0289156252028,"building"
"0984953814","VA","Amazon Web Services","IAD164","Amazon IAD164",132374,-77.4289422840875,39.0304729957546,"building"
"0985207884","VA",NA,NA,NA,115613,-77.4380711213698,39.0017788192986,"building"
"0986829280","VA","Microsoft",NA,"Microsoft",97581,-77.5630353472371,39.0755078659582,"building"
"0989325195","TX",NA,NA,NA,176383,-97.1566108348338,32.9721549410156,"building"
"0989735623","VA","Amazon Web Services","IAD152","Amazon IAD152",156644,-77.4797422714016,38.916575618319,"building"
"0989735624","VA","Amazon Web Services","IAD151","Amazon IAD151",155542,-77.4787052171923,38.9161509116276,"building"
"0990537813","VA","Amazon Web Services","IAD83","Amazon IAD83",156166,-77.5231075074948,38.9479460594376,"building"
"0990537821","VA","Amazon Web Services","IAD93","Amazon Web Services",16739,-77.5221879626096,38.9465392185556,"building"
"0990537857","VA","Amazon Web Services","IAD122","Amazon IAD122",153273,-77.4971799300739,38.9558632276535,"building"
"0990537858","VA","CyrusOne",NA,"CyrusOne Sterling IX",266078,-77.5057502078245,38.9583077700518,"building"
"0996723585","VA",NA,"VA-2","Iron Mountain VA-2",158664,-77.5459652443551,38.7772487232506,"building"
"0996723586","VA",NA,"VA-1","Iron Mountain VA-1",163790,-77.547073196661,38.7779172464435,"building"
"0996723587","VA","Amazon IAD96","IAD96","Amazon Web Services",149064,-77.5398838183681,38.7801514652729,"building"
"0996723588","VA","Amazon IAD95","IAD95","Amazon Web Services",214748,-77.5394270648734,38.7784509139077,"building"
"0996723589","VA","Amazon IAD75","IAD75","Amazon Web Services",214662,-77.5428959131217,38.7793425013027,"building"
"0996899486","VA","Amazon Web Services","IAD102","Amazon IAD102",214338,-77.5049013310325,38.7359701018711,"building"
"0996899487","VA","Amazon Web Services","IAD101","Amazon IAD101",214330,-77.5056951171814,38.7354401542261,"building"
"0996899488","VA","Amazon Web Services","IAD100","Amazon IAD100",214611,-77.506642396707,38.7345978538126,"building"
"0996899489","VA","CloudHQ","MCC2","CloudHQ MCC2",351091,-77.4990090865581,38.7231819466604,"building"
"0998933381","NJ",NA,NA,"Rackspace Somerset NYC1",18407,-74.5377579879732,40.544525668353,"building"
"0998933389","NJ",NA,NA,"Rackspace Belmont NYC2",57471,-74.5374919740081,40.5408388683463,"building"
"1000784035","VA","Amazon Web Services",NA,"Amazon Web Services",112502,-77.5333836500819,38.7430525834476,"building"
"1003348567","VA","Quality Technology Services",NA,"QTS Ashburn-Shellhorn DC1",156810,-77.4755711431626,38.9980791543333,"building"
"1007825570","GA","Quality Technology Services",NA,"QTS Atlanta Data Center 2",283307,-84.419552324306,33.7775052151518,"building"
"1010260674","TX",NA,NA,NA,109489,-98.7874709988236,29.4189880424169,"building"
"1010260675","TX","Microsoft",NA,"Microsoft TRP3 (SAT46)",228897,-98.806374449939,29.4129769887884,"building"
"1010260676","TX","Microsoft",NA,"Microsoft",228882,-98.8033159509491,29.4157967637219,"building"
"1010260677","TX","Microsoft",NA,"Microsoft",228885,-98.8045147999406,29.415795638787,"building"
"1011125238","WI","WE Energies",NA,"Pewaukee Data Center",47298,-88.2166650403093,43.0513886029086,"building"
"1013396352","NV",NA,NA,"CenturyLink",11601,-115.062669549998,36.1829977501292,"building"
"1015704066","AZ","EdgeConneX",NA,"EdgeConneX PHX02 Data Center",654105,-111.647529870659,33.3520106793463,"building"
"1015995259","VA","Amazon Web Services","IAD601","Amazon IAD601",14469,-77.5571153340066,38.7788573629112,"building"
"1017048670","NV",NA,NA,"Switch Edge 1",27670,-115.213682055773,36.0591489008856,"building"
"1017460713","NV","Switch",NA,"Switch Las Vegas 4",27777,-115.076778753065,36.1436461423124,"building"
"1017460715","NV","Switch",NA,"Switch Las Vegas 5",15026,-115.076696500005,36.1427634999892,"building"
"1019812125","OR","EdgeConneX",NA,"EdgeConneX Data Center",111564,-122.912212837342,45.5566213035892,"building"
"1020374277","OH","Amazon Web Services","CMH53","Amazon Web Services  CMH53",154029,-82.7514554807012,40.0936164394441,"building"
"1020374278","OH","Amazon Web Services","CMH56","Amazon Web Services CMH56",154677,-82.7520511461006,40.0965343504194,"building"
"1020374279","OH","Amazon Web Services","CMH59","Amazon Web Services  CMH59",161123,-82.7474910488883,40.0940461580796,"building"
"1020877488","VA","Amazon Web Services","IAD162","Amazon Web Services",131476,-77.4712911922763,38.9958476154284,"building"
"1020877489","VA","Amazon Web Services","IAD161","Amazon Web Services",131482,-77.473262475618,38.9966079647224,"building"
"1024051963","UT","Meta",NA,"Meta Eagle Mountain Data Center",344790,-112.015076815797,40.2682885050512,"building"
"1024051997","UT","Meta",NA,"Meta Eagle Mountain Data Center",626371,-112.015127366779,40.2655639892377,"building"
"1025002889","VA","Digital Realty",NA,"Digital Realty",218174,-77.4494490727547,39.0057193421542,"building"
"1027471509","OR","Amazon Web Services","PDX66","Amazon Web Services us-west-2",211938,-119.607038453548,45.8466678143745,"building"
"1027471510","OR","Amazon Web Services","PDX68","Amazon Web Services us-west-2",221562,-119.609062547688,45.8467537814376,"building"
"1030970564","VA","Meta",NA,"Meta Henrico Data Center",327920,-77.2338049930518,37.4819632636002,"building"
"1034230196","FL",NA,NA,NA,22578,-81.8348480923104,28.2940769033501,"building"
"1034475557","NV",NA,NA,"DataBank Las Vegas LAS1",58547,-115.147211418454,36.0597275107312,"building"
"1035123473","UT","Meta",NA,"Meta Eagle Mountain Data Center",628165,-112.015054718304,40.2723343105483,"building"
"1037871048","VA","Amazon Web Services","IAD601","Amazon IAD601",14384,-77.4377700185368,39.0152629301581,"building"
"1054387471","GA","Meta",NA,"Meta Stanton Springs Data Center",660258,-83.7054173423821,33.6013709927818,"building"
"1056658555","UT","Flexential",NA,"Flexential Salt Lake City - Millcreek",28092,-111.885044058384,40.6855251834608,"building"
"1057230915","OR","Amazon Web Services","PDX93","Amazon PDX93",213828,-119.689866431741,45.8365422875794,"building"
"1059030596","VA","Amazon Web Services",NA,"Amazon Web Services",111697,-77.533322388395,38.744286011445,"building"
"1059036248","VA",NA,NA,NA,257960,-77.5375092153429,38.7459585887836,"building"
"1059037050","VA","Amazon Web Services","IAD132","COPT Innovation Park Data Center",149206,-77.5306248774711,38.743886347289,"building"
"1059037051","VA","Amazon Web Services","IAD133","COPT Data Center Bldg 2",104114,-77.5291961000727,38.7440549483218,"building"
"1069388067","SC","Google",NA,NA,182645,-80.0383164106867,33.0620219513712,"building"
"1069388075","SC","Google",NA,"Google",181261,-80.0396600776794,33.0621739879326,"building"
"1069388095","SC","Google",NA,"Google",206252,-80.041154478933,33.0620532330343,"building"
"1069388141","SC","Google",NA,"Google",181645,-80.038456348594,33.0643119565528,"building"
"1069388147","SC","Google",NA,"Google",131216,-80.0384282206963,33.0664364370449,"building"
"1069388156","SC","Google",NA,"Google",249320,-80.0435751320087,33.0641566097007,"building"
"1069388186","SC","Google",NA,"Google",697831,-80.0450568592587,33.0620005890985,"building"
"1069388211","SC","Google",NA,"Google",145533,-80.0460675515635,33.064434801539,"building"
"1070895993","GA","Meta",NA,"Meta Stanton Springs Data Center",763506,-83.6968390791251,33.600093679549,"building"
"1070895994","GA","Meta",NA,"Meta Stanton Springs data center",342886,-83.6950128126127,33.5980214515171,"building"
"1071772119","WA","Microsoft",NA,"Microsoft EAT02",246117,-120.207689219171,47.4168679175555,"building"
"1071774674","WA","Sabey Data Centers",NA,"Intergate Columbia D",135020,-120.191601092191,47.4075854815177,"building"
"1073720208","IA","Google",NA,"Google",76005,-95.8048569505548,41.1773437284403,"building"
"1073720209","IA","Google",NA,"Google",318940,-95.8063796947316,41.1772741520859,"building"
"1073720210","IA","Google",NA,"Google",258223,-95.8032146599412,41.177456360983,"building"
"1073720211","IA","Google",NA,"Google",211543,-95.8009671746803,41.177482905296,"building"
"1073720212","IA","Google",NA,"Google",131491,-95.8067628472278,41.1755401211443,"building"
"1073720213","IA","Google",NA,"Google",129827,-95.8056523990938,41.1755400585045,"building"
"1073720214","IA","Google",NA,"Google",132118,-95.804493297461,41.1755428349094,"building"
"1073720215","IA","Google",NA,"Google",132254,-95.8033895382722,41.1755436485753,"building"
"1073720216","IA","Google",NA,"Google",130820,-95.8022239320507,41.1755473891256,"building"
"1073720217","IA","Google",NA,"Google",129628,-95.8011194485612,41.1755452980975,"building"
"1073720218","IA","Google",NA,"Google",134444,-95.7999480320958,41.1755537629501,"building"
"1073720219","IA","Google",NA,"Google",174264,-95.8040236421432,41.1726347246986,"building"
"1073720220","IA","Google",NA,"Google",174583,-95.8025214364704,41.1726400780237,"building"
"1073720221","IA","Google",NA,"Google",158241,-95.8011477197886,41.1726114283235,"building"
"1075278060","IA","Microsoft",NA,"Microsoft",242270,-93.7869963228752,41.4968303948187,"building"
"1075278061","IA","Microsoft",NA,"Microsoft",90065,-93.8263135791351,41.5398138870052,"building"
"1075278062","IA","Microsoft",NA,"Microsoft",80538,-93.8286654006824,41.5396704531639,"building"
"1080170580","OR","Flexential",NA,"Flexential Portland - Hillsboro 5",180252,-122.939298629115,45.5564503540891,"building"
"1081973944","TX","Quality Technology Services",NA,"QTS San Antonio II",140321,-98.6531449082642,29.4491563911304,"building"
"1083841125","CO",NA,NA,"T5@Colorado Springs",74307,-104.788534900308,38.7861718749913,"building"
"1085608797","FL","Flexential",NA,"Flexential Tampa - North",30643,-82.3683379069368,28.0738559868151,"building"
"1088203906","VA","Amazon Web Services",NA,"Amazon Web Services",96372,-77.4520006412265,39.0167441478971,"building"
"1088203907","VA","Amazon Web Services",NA,"Amazon Web Services",96367,-77.453145117653,39.0158859487525,"building"
"1088241977","VA","Aligned",NA,"Aligned IAD02",208188,-77.4751888399623,39.0104110405418,"building"
"1090837713","VA","Quality Technology Services",NA,"QTS Manassas DC5",153531,-77.5174467099858,38.7546927394855,"building"
"1091128478","AZ","Microsoft","PHX-11","PHX-11",248866,-112.364803396142,33.4090308886615,"building"
"1097502168","GA","Flexential",NA,"Flexential Atlanta - Douglasville 1",213895,-84.6160808461174,33.7310574297698,"building"
"1103333136","TN","Google","SPC1A","Google",169733,-87.2635458830813,36.6248246409819,"building"
"1103333137","TN","Google","Building 3","SPC3A",169748,-87.259048929532,36.6243049634271,"building"
"1106454555","VA","Amazon Web Services","IAD143","Amazon Web Services",132491,-77.4174903309497,38.9795574028241,"building"
"1109643936","NY","US Bitcoin",NA,NA,61557,-79.0307227296248,43.0820562617939,"building"
"1109881281","PA","TierPoint",NA,"TierPoint Valley Forge",62375,-75.4208769387649,40.1218790429361,"building"
"1114969101","OR","Aligned Data Centers",NA,NA,155423,-122.949311703229,45.5540642329457,"building"
"1116775094","NV",NA,NA,NA,628883,-119.475513750872,39.5140678284883,"building"
"1116775095","NV",NA,NA,NA,296544,-119.484852750563,39.5138704934432,"building"
"1121188409","UT","Flexential",NA,"Flexential Salt Lake City - Fair Park",12565,-111.920292446632,40.7667860876382,"building"
"1121592786","TX",NA,NA,"CyrusOne San Antonio IV",92543,-98.6706297211553,29.4706792416494,"building"
"1123249721","VA","Equinix","DC16","Equinix Ashburn DC16",87843,-77.4523268618361,39.0242572935428,"building"
"1124864831","VA","Microsoft",NA,"Microsoft IAD11",242344,-77.5559109545917,38.9482581861308,"building"
"1126159710","OR","Amazon Web Services","PDX63","Amazon PDX63",227376,-119.320522378386,45.9014498455083,"building"
"1126159711","OR","Amazon Web Services","PDX65","Amazon PDX65",217425,-119.320497607121,45.9027633195698,"building"
"1126159714","OR","Amazon Web Services","PDX67","Amazon PDX67",219900,-119.320487021486,45.9038510535177,"building"
"1126159715","OR","Amazon Web Services","PDX69","Amazon PDX69",303392,-119.320429585343,45.9053204668188,"building"
"1127951468","OR",NA,NA,NA,15313,-119.269980567245,45.9157098470928,"building"
"1128589933","VA",NA,NA,NA,242639,-77.5607713242407,39.0696474243457,"building"
"1128589934","VA",NA,NA,NA,247061,-77.5594334534695,39.0696544548206,"building"
"1132632705","AZ","Quality Technology Services",NA,"QTS",156513,-111.997121963331,33.4608063769808,"building"
"1134104431","VA",NA,NA,"CoreSite Reston Campus VA2",40517,-77.3640040682946,38.9514514420986,"building"
"1134911640","VA","Amazon Web Services","IAD105","AWS IAD105",214270,-77.5194753024822,38.7475958683021,"building"
"1134911641","VA","Amazon Web Services","IAD104","AWS IAD104",214258,-77.520704801734,38.7483738354232,"building"
"1134911642","VA","Quality Technology Services",NA,"QTS Manassas DC1",123268,-77.513115920109,38.7525235357064,"building"
"1143804764","MD",NA,NA,NA,112205,-76.8514071503505,39.1336847859036,"building"
"1152747559","OR","Meta",NA,"Meta Prineville Data Center",455401,-120.89459613565,44.3016722415162,"building"
"1152748037","OR","Meta",NA,"Meta Prineville Data Center",241183,-120.894594693301,44.2992879477543,"building"
"1153935548","OR","Digital Realty",NA,"Digital Realty PDX11 Data Center",287848,-122.919968912523,45.5684592852287,"building"
"1154503131","OH","Amazon Web Services",NA,"Amazon Web Services",156860,-83.1995805516468,40.101754457379,"building"
"1154503132","OH","Amazon Web Services",NA,"Amazon Web Services",156862,-83.1994786516467,40.1007573573792,"building"
"1154503133","OH","Amazon Web Services",NA,"Amazon Web Services",131686,-83.199275290801,40.0997884632825,"building"
"1154636644","IL","NTT","CH1","NTT Chicago CH1",113535,-88.007264954186,41.9879193760566,"building"
"1160688107","CA","CoreSite","SV7","CoreSite SV7",60989,-121.973056650648,37.3760787678832,"building"
"1160814413","AL","Meta",NA,"Meta Huntsville Data center",578342,-86.6269185980179,34.8473337919941,"building"
"1160814415","AL","Meta",NA,"Meta Huntsville Data center",352651,-86.6288656649346,34.8431822290685,"building"
"1160814416","AL","Meta",NA,"Meta Huntsville Data center",857148,-86.6288412394231,34.8404316067105,"building"
"1161094246","VA","Amazon Web Services","IAD142","Amazon Web Services",129566,-77.4199045945886,38.9791474523135,"building"
"1173537116","WA","Microsoft",NA,"Microsoft EAT03",235430,-120.207697125831,47.4183238229484,"building"
"1173537117","WA","Microsoft",NA,"Microsoft EAT04",234834,-120.213820736573,47.419636588715,"building"
"1173569101","IA","Microsoft",NA,"Microsoft",250486,-93.8634491920651,41.5350304449551,"building"
